,fqdn,vt_duration,vt_count,vt_mal_count,vt_ratio,firstseen,lastseen,#query,#ip,#ns,ns_matching,#soa,soa_matching,label,positives,response_code,rlength,url_after_redirects,url,domain_malicious,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,mean_urls_per_subdomain,mean_path_depth_per_subdomain,mean_query_parameters_per_subdomain_paths,mean_path_length_per_subdomain_paths,mean_number_of_popular_keywords_per_subdomain_paths,url_length,#query_parameters,#dots_in_path,#brands_in_path,#similar_keywords_in_path,#suspicious_keywords_in_path,Alexa_Rank_Avg,Is_FQDN_In_Alexa_1Year
1364,cucmoi.blogspot.com,25833600.0,6.0,6.0,1.0,,,,,,,,,0,6,"346    1
Name: response_code, dtype: int64","346    80115
Name: rlength, dtype: int64","346    True
Name: url_after_redirects, dtype: bool","346    http://cucmoi.blogspot.com/search/label/Radio%...
Name: url, dtype: object","535    True
Name: domain_malicious, dtype: bool",N,19,0.42076140951006125,0,0,0,0,N,0,1,63.76923000000001,2.6153846,0.0,18.14113,0.0,81,1,2,0,0,0,1000000.0,False
1365,zzangku.tistory.com,41299200.0,8.0,8.0,1.0,2011-08-30 19:30:42,2020-09-13 13:40:19,3052.0,6.0,2.0,True,1.0,True,0,5,"1173    1
Name: response_code, dtype: int64","1173    2551
Name: rlength, dtype: int64","1173    True
Name: url_after_redirects, dtype: bool","1173    http://zzangku.tistory.com/attachment/
Name: url, dtype: object","478    False
Name: domain_malicious, dtype: bool",N,19,0.4783593506876501,0,0,0,0,N,0,1,38.0,2.0,0.0,0.0,0.0,71,1,2,0,0,0,1000000.0,False
1366,noxshk.xcache.kinxcdn.com,34560000.0,31.0,20.0,0.6451612903230001,2017-06-24 15:05:31,2020-09-10 02:03:05,9722.0,6.0,3.0,True,3.0,None,0,6,"1718    1
Name: response_code, dtype: int64","1718    844
Name: rlength, dtype: int64","1718    True
Name: url_after_redirects, dtype: bool","1718    http://noxshk.xcache.kinxcdn.com/launcher/noxs...
Name: url, dtype: object","549    False
Name: domain_malicious, dtype: bool",N,25,0.43915871934839207,0,0,0,0,N,0,2,57.02083199999999,1.9375,0.0,6.659859700000001,0.0,82,1,3,0,0,0,1000000.0,False
1367,zeeda-burika.blogspot.com,27129600.0,7.0,7.0,1.0,,,,,,,,,0,5,"1436    1
Name: response_code, dtype: int64","1436    55314
Name: rlength, dtype: int64","1436    True
Name: url_after_redirects, dtype: bool","1436    http://zeeda-burika.blogspot.com/2013/05/busan...
Name: url, dtype: object","491    True
Name: domain_malicious, dtype: bool",N,25,0.5167075950978065,0,0,0,0,N,1,1,52.166668,2.0,0.0,7.522189599999999,0.0,82,1,2,0,0,0,1000000.0,False
1368,dellscaleo.ddns.net,27820800.0,7.0,7.0,1.0,2017-05-13 16:40:23,2020-06-16 07:22:31,106.0,16.0,1.0,True,1.0,True,0,5,"1043    1
Name: response_code, dtype: int64","1043    0
Name: rlength, dtype: int64","1043    False
Name: url_after_redirects, dtype: bool","1043    http://dellscaleo.ddns.net:5552/is-ready
Name: url, dtype: object","511    True
Name: domain_malicious, dtype: bool",N,19,0.3976707903127785,0,0,0,0,N,0,1,40.0,1.0,0.0,0.0,0.0,73,1,2,0,0,0,1000000.0,False
1369,dewa-api.blogspot.com,43977600.0,11.0,11.0,1.0,,,,,,,,,0,9,"1286    1
Name: response_code, dtype: int64","1286    83089
Name: rlength, dtype: int64","1286    True
Name: url_after_redirects, dtype: bool","1286    http://dewa-api.blogspot.com/search/label/politik
Name: url, dtype: object","412    True
Name: domain_malicious, dtype: bool",N,21,0.4850224640052597,0,0,0,0,N,1,1,52.66666800000001,2.6,0.0,15.473273999999998,0.0,82,1,2,0,0,0,1000000.0,False
1370,bookwormforkids.blogspot.com,13392000.0,126.0,124.0,0.984126984127,,,,,,,,,0,8,"1641    1
Name: response_code, dtype: int64","1641    101403
Name: rlength, dtype: int64","1641    True
Name: url_after_redirects, dtype: bool","1641    https://bookwormforkids.blogspot.com/2018/03/r...
Name: url, dtype: object","597    False
Name: domain_malicious, dtype: bool",N,28,0.45961807137181704,0,0,0,0,N,0,1,61.547619999999995,2.047619,0.0,21.73537,0.0,82,1,2,0,0,0,15422.0625,False
1371,2010-kpss.blogspot.mx,41385600.0,16.0,16.0,1.0,2019-10-22 23:54:32,2019-11-13 02:31:26,783.0,18.0,1.0,True,1.0,True,0,5,"272    1
Name: response_code, dtype: int64","272    146192
Name: rlength, dtype: int64","272    True
Name: url_after_redirects, dtype: bool","272    http://2010-kpss.blogspot.mx/search/label/sonuo
Name: url, dtype: object","512    True
Name: domain_malicious, dtype: bool",N,21,0.47311770210049775,0,0,0,0,N,1,1,49.5,3.0,0.0,2.5,0.0,79,1,2,0,0,0,1000000.0,False
1372,pengguna-pc.blogspot.com.es,,,,,2019-10-22 21:32:47,2019-11-13 03:06:10,855.0,17.0,1.0,True,1.0,True,0,6,"274    1
Name: response_code, dtype: int64","274    147855
Name: rlength, dtype: int64","274    True
Name: url_after_redirects, dtype: bool","274    http://pengguna-pc.blogspot.com.es/2015/04/htt...
Name: url, dtype: object","52    True
Name: domain_malicious, dtype: bool",N,27,0.46927043622061626,0,0,0,0,N,1,2,78.55556,3.0,0.0,8.89583,0.0,81,1,3,0,0,0,1000000.0,False
1373,parluasan.blogspot.mx,,,,,2019-10-31 04:04:14,2019-10-31 04:04:14,2.0,1.0,1.0,True,1.0,True,0,6,"154    1
Name: response_code, dtype: int64","154    143421
Name: rlength, dtype: int64","154    True
Name: url_after_redirects, dtype: bool","154    http://parluasan.blogspot.mx/2010/06/dist/css/...
Name: url, dtype: object","26    True
Name: domain_malicious, dtype: bool",N,21,0.4612129401957358,0,0,0,0,N,0,1,198.0,35.0,0.0,9.0,0.0,81,1,2,0,0,0,1000000.0,False
1374,freelancermynet.blogspot.com,0.0,1.0,1.0,1.0,,,,,,,,,0,5,"585    1
Name: response_code, dtype: int64","585    114004
Name: rlength, dtype: int64","585    True
Name: url_after_redirects, dtype: bool","585    http://freelancermynet.blogspot.com/search/lab...
Name: url, dtype: object","534    True
Name: domain_malicious, dtype: bool",N,28,0.4814778785473263,1,0,0,0,N,0,1,75.5,3.0,0.0,2.5,0.0,81,1,2,0,0,0,1000000.0,False
1375,catequesecaminhando.blogspot.com.ee,0.0,1.0,1.0,1.0,2019-10-30 02:53:06,2019-10-30 02:53:06,2.0,1.0,2.0,True,1.0,None,0,6,"1719    1
Name: response_code, dtype: int64","1719    85320
Name: rlength, dtype: int64","1719    True
Name: url_after_redirects, dtype: bool","1719    http://catequesecaminhando.blogspot.com.ee/p/l...
Name: url, dtype: object","514    True
Name: domain_malicious, dtype: bool",N,35,0.49160930615319515,0,0,0,1,N,0,2,65.0,2.0,0.0,0.0,0.0,82,1,3,0,0,0,1000000.0,False
1376,eyis-manytrickshere.blogspot.com,15033600.0,6.0,6.0,1.0,,,,,,,,,0,6,"1252    1
Name: response_code, dtype: int64","1252    99987
Name: rlength, dtype: int64","1252    True
Name: url_after_redirects, dtype: bool","1252    http://eyis-manytrickshere.blogspot.com/2012/0...
Name: url, dtype: object","176    True
Name: domain_malicious, dtype: bool",N,32,0.514591161231155,0,0,0,1,N,1,1,86.0,3.0,0.0,4.189935,0.0,82,1,2,0,0,0,1000000.0,False
1377,bokepics.blogspot.com,16675200.0,17.0,17.0,1.0,,,,,,,,,0,5,"1606    1
Name: response_code, dtype: int64","1606    102366
Name: rlength, dtype: int64","1606    True
Name: url_after_redirects, dtype: bool","1606    http://bokepics.blogspot.com/search/label/POV?...
Name: url, dtype: object","239    True
Name: domain_malicious, dtype: bool",N,21,0.4418967958321888,0,0,0,0,N,0,1,56.04545600000001,2.0,0.045454547000000005,21.018341,0.0,82,1,2,0,0,0,1000000.0,False
1378,honeysinghfanclube.blogspot.com,,,,,,,,,,,,,0,6,"854    1
Name: response_code, dtype: int64","854    110173
Name: rlength, dtype: int64","854    True
Name: url_after_redirects, dtype: bool","854    http://honeysinghfanclube.blogspot.com/2013/09...
Name: url, dtype: object","18    True
Name: domain_malicious, dtype: bool",N,31,0.5033273982675465,0,0,0,0,N,0,1,82.57143,2.7142856,0.0,13.361535,0.0,81,1,2,0,0,0,1000000.0,False
1379,pinoyindiefilmactors.blogspot.ru,,,,,2019-10-31 05:02:09,2019-10-31 05:02:09,2.0,1.0,1.0,True,1.0,True,0,6,"244    1
Name: response_code, dtype: int64","244    30453
Name: rlength, dtype: int64","244    True
Name: url_after_redirects, dtype: bool","244    http://pinoyindiefilmactors.blogspot.ru/2015/0...
Name: url, dtype: object","65    False
Name: domain_malicious, dtype: bool",N,32,0.5078125,0,0,0,0,N,0,1,84.28571,3.0,0.0,1.484615,0.0,81,1,2,0,0,0,1000000.0,False
1380,exo-a-gogo.blogspot.com,0.0,1.0,1.0,1.0,,,,,,,,,0,5,"163    1
Name: response_code, dtype: int64","163    45178
Name: rlength, dtype: int64","163    True
Name: url_after_redirects, dtype: bool","163    http://exo-a-gogo.blogspot.com/2011/05/present...
Name: url, dtype: object","312    True
Name: domain_malicious, dtype: bool",N,23,0.43357207890085436,0,0,0,0,N,2,1,56.0,3.0,0.0,0.0,0.0,81,1,2,0,0,0,1000000.0,False
1381,sexy-quote.blogspot.ru,,,,,2019-10-31 20:18:34,2019-10-31 20:18:34,2.0,1.0,1.0,True,1.0,True,0,7,"432    1
Name: response_code, dtype: int64","432    37104
Name: rlength, dtype: int64","432    True
Name: url_after_redirects, dtype: bool","432    http://sexy-quote.blogspot.ru/2003_12_01_archi...
Name: url, dtype: object","86    True
Name: domain_malicious, dtype: bool",N,22,0.4735943711407485,0,0,0,0,N,1,1,49.833332,1.0,0.0,7.080882000000001,0.0,81,1,2,0,0,0,1000000.0,False
1382,ps-masters.blogspot.com.es,,,,,2019-10-23 00:51:38,2019-11-13 03:32:00,924.0,18.0,1.0,True,1.0,True,0,5,"620    1
Name: response_code, dtype: int64","620    128695
Name: rlength, dtype: int64","620    True
Name: url_after_redirects, dtype: bool","620    http://ps-masters.blogspot.com.es/2013_03_17_a...
Name: url, dtype: object","73    True
Name: domain_malicious, dtype: bool",N,26,0.44755776119997315,0,0,0,0,N,1,2,50.454544,1.5454545,0.0,14.699187,0.0,81,1,3,0,0,0,1000000.0,False
1383,inocenciapervertida.blogspot.ru,41299200.0,6.0,6.0,1.0,2019-10-28 04:56:18,2019-10-28 04:56:18,2.0,1.0,1.0,True,1.0,True,0,8,"785    1
Name: response_code, dtype: int64","785    30171
Name: rlength, dtype: int64","785    True
Name: url_after_redirects, dtype: bool","785    http://inocenciapervertida.blogspot.ru/2015/02...
Name: url, dtype: object","633    True
Name: domain_malicious, dtype: bool",N,31,0.4941956937319646,0,0,0,0,N,0,1,88.42857,3.0,0.0,0.49487165,0.0,81,1,2,0,0,0,1000000.0,False
1384,digitalindonesia27.blogspot.com,29635200.0,6.0,6.0,1.0,,,,,,,,,0,5,"1051    1
Name: response_code, dtype: int64","1051    229906
Name: rlength, dtype: int64","1051    True
Name: url_after_redirects, dtype: bool","1051    https://digitalindonesia27.blogspot.com/2015/0...
Name: url, dtype: object","301    False
Name: domain_malicious, dtype: bool",N,31,0.4902422675213427,0,0,0,0,N,0,1,70.666664,1.8333334,0.0,16.434002,0.0,82,1,2,0,0,0,4362.6313,False
1385,cekirdekinanc.blogspot.com,38016000.0,20.0,20.0,1.0,,,,,,,,,0,6,"957    1
Name: response_code, dtype: int64","957    49986
Name: rlength, dtype: int64","957    True
Name: url_after_redirects, dtype: bool","957    http://cekirdekinanc.blogspot.com/2012/03/zeka...
Name: url, dtype: object","209    True
Name: domain_malicious, dtype: bool",N,26,0.4937579525439013,0,0,0,0,N,0,1,78.5,3.0,0.0,5.800862,0.0,81,1,2,0,0,0,1000000.0,False
1386,orionadsense.blogspot.com.br,41904000.0,19.0,19.0,1.0,2019-10-25 12:13:48,2019-11-01 16:52:06,4.0,2.0,1.0,True,1.0,True,0,7,"581    1
Name: response_code, dtype: int64","581    34040
Name: rlength, dtype: int64","581    True
Name: url_after_redirects, dtype: bool","581    http://orionadsense.blogspot.com.br/2013/06/ve...
Name: url, dtype: object","253    True
Name: domain_malicious, dtype: bool",N,28,0.47092195814286253,0,0,0,0,N,0,2,83.0,3.0,0.0,0.0,0.0,81,1,3,0,0,0,1000000.0,False
1387,bancofotografias.blogspot.com.es,43286400.0,27.0,27.0,1.0,2019-10-23 03:18:26,2019-11-12 19:12:17,46.0,10.0,1.0,True,1.0,True,0,7,"437    1
Name: response_code, dtype: int64","437    143336
Name: rlength, dtype: int64","437    True
Name: url_after_redirects, dtype: bool","437    http://bancofotografias.blogspot.com.es/2009/1...
Name: url, dtype: object","311    True
Name: domain_malicious, dtype: bool",N,32,0.469631102051925,0,0,0,0,N,0,2,74.933334,2.7466667,0.0,18.120092,0.0,81,1,3,0,0,0,1000000.0,False
1388,2014secimleriturkiye.blogspot.com.es,34041600.0,4.0,4.0,1.0,2019-10-22 21:42:27,2019-11-13 02:42:39,873.0,18.0,1.0,True,1.0,True,0,7,"1589    1
Name: response_code, dtype: int64","1589    92555
Name: rlength, dtype: int64","1589    True
Name: url_after_redirects, dtype: bool","1589    http://2014secimleriturkiye.blogspot.com.es/se...
Name: url, dtype: object","644    True
Name: domain_malicious, dtype: bool",N,36,0.5177005260375999,0,0,0,0,N,0,2,126.42857,3.4285714999999994,0.0,183.83987,0.0,82,1,3,0,0,0,1000000.0,False
1389,enimerosoy.blogspot.com,36806400.0,34.0,34.0,1.0,,,,,,,,,0,6,"1027    1
Name: response_code, dtype: int64","1027    151508
Name: rlength, dtype: int64","1027    True
Name: url_after_redirects, dtype: bool","1027    http://enimerosoy.blogspot.com/2011/09/clockwo...
Name: url, dtype: object","359    True
Name: domain_malicious, dtype: bool",N,23,0.4588711118648438,0,0,0,0,N,0,1,47.533333,1.9333333,0.0,6.479369,0.0,82,1,2,0,0,0,1000000.0,False
1390,p.download.uol.com.br,,,,,2012-08-30 08:23:40,2020-09-29 09:55:49,70118.0,6.0,2.0,True,1.0,None,0,6,"105    1
Name: response_code, dtype: int64","105    660
Name: rlength, dtype: int64","105    True
Name: url_after_redirects, dtype: bool","105    http://p.download.uol.com.br/ziggi/rede-intern...
Name: url, dtype: object","22    False
Name: domain_malicious, dtype: bool",N,21,0.4299920380222519,0,0,0,0,N,0,3,49.88439,3.3179190000000003,0.0,9.735724000000001,0.0,81,1,4,0,0,0,1000000.0,False
1391,anazhthseis.blogspot.com,43891200.0,24.0,24.0,1.0,,,,,,,,,0,6,"1462    1
Name: response_code, dtype: int64","1462    143282
Name: rlength, dtype: int64","1462    True
Name: url_after_redirects, dtype: bool","1462    http://anazhthseis.blogspot.com/2013/04/20.html
Name: url, dtype: object","388    True
Name: domain_malicious, dtype: bool",N,24,0.4819235700502533,0,0,0,0,N,0,1,56.45,2.5,0.0,18.5237,0.0,80,1,2,0,0,0,1000000.0,False
1392,itunsecurity.wordpress.com,43286400.0,46.0,35.0,0.760869565217,,,,,,,,,0,9,"873    1
Name: response_code, dtype: int64","873    151842
Name: rlength, dtype: int64","873    True
Name: url_after_redirects, dtype: bool","873    http://itunsecurity.wordpress.com/2013/08/07/p...
Name: url, dtype: object","490    False
Name: domain_malicious, dtype: bool",N,26,0.4745271833131321,0,0,1,0,N,0,1,96.818184,4.2727275,0.0,0.44536176,0.0,81,1,2,0,0,0,8044.321,False
1393,kent.dl.sourceforge.net,44064000.0,108.0,0.0,0.0,2013-03-01 17:57:12,2020-09-29 20:39:42,1371319.0,1.0,2.0,True,1.0,None,0,6,"650    1
Name: response_code, dtype: int64","650    904192
Name: rlength, dtype: int64","650    True
Name: url_after_redirects, dtype: bool","650    https://kent.dl.sourceforge.net/project/neje-l...
Name: url, dtype: object","313    False
Name: domain_malicious, dtype: bool",N,23,0.45264694384587006,0,0,0,0,N,0,2,57.503356999999994,3.3221476,0.0,14.156292,0.0,81,1,3,0,0,0,1000000.0,False
1394,zonaku99.blogspot.com,41126400.0,11.0,11.0,1.0,,,,,,,,,0,7,"1576    1
Name: response_code, dtype: int64","1576    164570
Name: rlength, dtype: int64","1576    True
Name: url_after_redirects, dtype: bool","1576    https://zonaku99.blogspot.com/2015/10/cara-mem...
Name: url, dtype: object","368    True
Name: domain_malicious, dtype: bool",N,21,0.4776110815464744,0,0,0,0,N,0,1,78.27273000000001,3.0,0.0,4.095956299999999,0.0,82,1,2,0,0,0,2764.9856,False
1395,xmusangx.blogspot.com.es,24624000.0,4.0,4.0,1.0,2019-10-22 23:23:09,2019-11-13 03:34:35,936.0,18.0,1.0,True,1.0,True,0,6,"1295    1
Name: response_code, dtype: int64","1295    179881
Name: rlength, dtype: int64","1295    True
Name: url_after_redirects, dtype: bool","1295    http://xmusangx.blogspot.com.es/search/label/f...
Name: url, dtype: object","513    True
Name: domain_malicious, dtype: bool",N,24,0.4675751972640999,0,0,0,0,N,0,2,58.4375,2.25,0.0,14.119882999999998,0.0,82,1,3,0,0,0,1000000.0,False
1396,alltypeshistory.blogspot.com,7603200.0,4.0,4.0,1.0,,,,,,,,,0,5,"208    1
Name: response_code, dtype: int64","208    58009
Name: rlength, dtype: int64","208    True
Name: url_after_redirects, dtype: bool","208    https://alltypeshistory.blogspot.com/2014/05/o...
Name: url, dtype: object","220    True
Name: domain_malicious, dtype: bool",N,28,0.47473782012727694,0,0,0,0,N,0,1,80.0,3.0,0.0,0.0,0.0,81,1,2,0,0,0,1000000.0,False
1397,computer-tricks-meo.blogspot.com,6998400.0,7.0,7.0,1.0,,,,,,,,,0,5,"871    1
Name: response_code, dtype: int64","871    115280
Name: rlength, dtype: int64","871    True
Name: url_after_redirects, dtype: bool","871    http://computer-tricks-meo.blogspot.com/2013/1...
Name: url, dtype: object","335    True
Name: domain_malicious, dtype: bool",N,32,0.47705350240517735,0,0,0,0,N,2,1,84.26923000000001,2.7692308,0.0,12.230346,0.0,81,1,2,0,0,0,1000000.0,False
1398,fs01n1.sendspace.com,43286400.0,10.0,2.0,0.2,2010-06-24 05:33:31,2020-09-29 19:59:14,184853.0,1.0,4.0,True,2.0,None,0,8,"389    1
Name: response_code, dtype: int64","389    25522
Name: rlength, dtype: int64","389    True
Name: url_after_redirects, dtype: bool","389    http://fs01n1.sendspace.com/dl/3811ab4349ed8a1...
Name: url, dtype: object","432    False
Name: domain_malicious, dtype: bool",N,20,0.4480229691428728,0,0,0,0,N,0,1,111.5,5.0,0.0,6.588626400000001,0.0,81,1,2,0,0,0,1000000.0,False
1399,anggapedia.blogspot.com,17020800.0,3.0,2.0,0.666666666667,,,,,,,,,0,5,"1229    1
Name: response_code, dtype: int64","1229    131382
Name: rlength, dtype: int64","1229    True
Name: url_after_redirects, dtype: bool","1229    http://anggapedia.blogspot.com/search/label/So...
Name: url, dtype: object","661    False
Name: domain_malicious, dtype: bool",N,23,0.46618077455302837,0,0,0,0,N,0,1,71.333336,3.0,0.0,7.3181663,0.0,82,1,2,0,0,0,1000000.0,False
1400,pendidikanpesantren-toniardi.blogspot.com.es,,,,,2019-10-23 02:20:29,2019-11-13 03:05:58,920.0,16.0,1.0,True,1.0,True,0,7,"996    1
Name: response_code, dtype: int64","996    189463
Name: rlength, dtype: int64","996    True
Name: url_after_redirects, dtype: bool","996    http://pendidikanpesantren-toniardi.blogspot.c...
Name: url, dtype: object","51    False
Name: domain_malicious, dtype: bool",N,44,0.4945341724835889,0,0,0,0,N,1,2,89.84615,3.0,0.0,12.126552,0.0,81,1,0,0,0,0,1000000.0,False
1401,ziggot.blogspot.com,33264000.0,12.0,12.0,1.0,,,,,,,,,0,6,"1663    1
Name: response_code, dtype: int64","1663    34036
Name: rlength, dtype: int64","1663    True
Name: url_after_redirects, dtype: bool","1663    http://ziggot.blogspot.com/2013/02/british-air...
Name: url, dtype: object","287    False
Name: domain_malicious, dtype: bool",N,19,0.4207614095100613,0,0,0,0,N,0,1,50.57143,2.4285715,0.0,19.667645999999998,0.0,82,1,2,0,0,0,1000000.0,False
1402,watafuku.web.fc2.com,15638400.0,16.0,0.0,0.0,2014-01-19 01:46:11,2018-08-26 03:10:59,308.0,1.0,4.0,True,1.0,None,0,6,"660    1
Name: response_code, dtype: int64","660    6384
Name: rlength, dtype: int64","660    True
Name: url_after_redirects, dtype: bool","660    http://watafuku.web.fc2.com/ao0dw
Name: url, dtype: object","616    False
Name: domain_malicious, dtype: bool",N,20,0.4480229691428727,0,0,0,0,N,0,2,32.444443,1.0,0.0,1.5713483999999998,0.0,65,1,3,0,0,0,1000000.0,False
1403,jaydeemorgan.blogspot.mx,41385600.0,3.0,3.0,1.0,2019-11-02 13:06:30,2019-11-03 12:52:36,4.0,2.0,1.0,True,1.0,True,0,5,"1616    1
Name: response_code, dtype: int64","1616    30251
Name: rlength, dtype: int64","1616    True
Name: url_after_redirects, dtype: bool","1616    http://jaydeemorgan.blogspot.mx/2015/02/cfc-an...
Name: url, dtype: object","352    True
Name: domain_malicious, dtype: bool",N,24,0.4962719428364065,0,0,0,0,N,0,1,64.0,3.0,0.0,0.0,0.0,82,1,2,0,0,0,1000000.0,False
1404,ccnetdroid.blogspot.com,32745600.0,29.0,29.0,1.0,,,,,,,,,0,6,"120    1
Name: response_code, dtype: int64","120    139004
Name: rlength, dtype: int64","120    True
Name: url_after_redirects, dtype: bool","120    https://ccnetdroid.blogspot.com/2015/06/signal...
Name: url, dtype: object","331    True
Name: domain_malicious, dtype: bool",N,23,0.46351650906326136,0,0,0,0,N,0,1,64.333336,2.3333333,0.0,23.098822,0.0,81,1,2,0,0,0,1000000.0,False
1405,am4zinkpics.blogspot.com.mt,29635200.0,42.0,42.0,1.0,2019-10-31 22:26:03,2019-10-31 22:26:03,2.0,1.0,1.0,True,1.0,True,0,5,"10    1
Name: response_code, dtype: int64","10    237003
Name: rlength, dtype: int64","10    True
Name: url_after_redirects, dtype: bool","10    http://am4zinkpics.blogspot.com.mt/
Name: url, dtype: object","610    True
Name: domain_malicious, dtype: bool",N,27,0.4820245453638637,0,0,0,0,N,0,2,35.0,1.0,0.0,0.0,0.0,66,1,3,0,0,0,1000000.0,False
1406,learningkeepsusalive.blogspot.com,31881600.0,14.0,14.0,1.0,,,,,,,,,0,5,"540    1
Name: response_code, dtype: int64","540    99181
Name: rlength, dtype: int64","540    True
Name: url_after_redirects, dtype: bool","540    http://learningkeepsusalive.blogspot.com/2018/08
Name: url, dtype: object","404    False
Name: domain_malicious, dtype: bool",N,33,0.5007588890796332,0,0,0,0,N,0,1,73.77778,2.4444444,0.0,21.797043,0.0,80,1,2,0,0,0,2058.8994,False
1407,1lira.blogspot.com.br,0.0,1.0,1.0,1.0,2019-11-03 04:32:45,2019-11-06 05:19:36,4.0,2.0,1.0,True,1.0,True,0,5,"1516    1
Name: response_code, dtype: int64","1516    437636
Name: rlength, dtype: int64","1516    True
Name: url_after_redirects, dtype: bool","1516    http://1lira.blogspot.com.br/search/label/mclaren
Name: url, dtype: object","325    True
Name: domain_malicious, dtype: bool",N,21,0.45671956484458415,0,0,0,0,N,0,2,47.857143,3.0,0.0,0.9897433000000001,0.0,82,1,3,0,0,0,1000000.0,False
1408,fansuriegroup.blogspot.com,2592000.0,5.0,5.0,1.0,,,,,,,,,0,8,"334    1
Name: response_code, dtype: int64","334    106912
Name: rlength, dtype: int64","334    True
Name: url_after_redirects, dtype: bool","334    http://fansuriegroup.blogspot.com/2011/05/mamp...
Name: url, dtype: object","364    False
Name: domain_malicious, dtype: bool",N,26,0.4914011023029535,0,0,0,0,N,0,1,60.6,2.5428572,0.0,20.004694,0.0,81,1,2,0,0,0,1000000.0,False
1409,biografpedia.blogspot.com,41126400.0,18.0,18.0,1.0,,,,,,,,,0,5,"665    1
Name: response_code, dtype: int64","665    3638
Name: rlength, dtype: int64","665    True
Name: url_after_redirects, dtype: bool","665    http://biografpedia.blogspot.com/favicon.ico
Name: url, dtype: object","367    True
Name: domain_malicious, dtype: bool",N,25,0.48048203297251363,0,0,0,0,N,0,1,44.0,1.0,0.0,0.0,0.0,76,1,2,0,0,0,1000000.0,False
1410,youtuubevideofiltrered.000webhostapp.com,864000.0,7.0,7.0,1.0,,,,,,,,,0,11,"732    1
Name: response_code, dtype: int64","732    7480
Name: rlength, dtype: int64","732    True
Name: url_after_redirects, dtype: bool","732    http://youtuubevideofiltrered.000webhostapp.co...
Name: url, dtype: object","451    True
Name: domain_malicious, dtype: bool",N,40,0.5218838184103988,0,0,0,0,N,0,1,124.25,3.0,0.25,0.0,0.0,81,1,0,0,0,0,1000000.0,False
1411,horsepowering.blogspot.com,0.0,2.0,2.0,1.0,,,,,,,,,0,10,"850    1
Name: response_code, dtype: int64","850    101569
Name: rlength, dtype: int64","850    True
Name: url_after_redirects, dtype: bool","850    http://horsepowering.blogspot.com/2012/03/spai...
Name: url, dtype: object","171    True
Name: domain_malicious, dtype: bool",N,26,0.47404706480517944,0,0,0,0,N,0,1,83.61539,2.2820513,0.0,17.702003,0.0,81,1,2,0,0,0,1000000.0,False
1412,2010-kpss.blogspot.com.es,41472000.0,38.0,38.0,1.0,2019-10-22 20:57:36,2019-11-13 03:07:56,726.0,18.0,1.0,True,1.0,True,0,7,"1181    1
Name: response_code, dtype: int64","1181    146191
Name: rlength, dtype: int64","1181    True
Name: url_after_redirects, dtype: bool","1181    http://2010-kpss.blogspot.com.es/search/label/...
Name: url, dtype: object","594    True
Name: domain_malicious, dtype: bool",N,25,0.4729331572230993,0,0,0,0,N,1,2,59.614456000000004,2.8554218,0.0,11.980363,0.0,82,1,3,0,0,0,1000000.0,False
1413,advocaciadorock.blogspot.com,27993600.0,7.0,7.0,1.0,,,,,,,,,0,5,"1551    1
Name: response_code, dtype: int64","1551    25454
Name: rlength, dtype: int64","1551    True
Name: url_after_redirects, dtype: bool","1551    http://advocaciadorock.blogspot.com/2016/04
Name: url, dtype: object","397    True
Name: domain_malicious, dtype: bool",N,28,0.456880677270134,0,0,0,0,N,0,1,47.0,2.0,0.0,4.8989797,0.0,76,1,2,0,0,0,1000000.0,False
1414,tranhtheusaigon.blogspot.ru,,,,,2019-11-01 19:07:09,2019-11-01 19:07:09,2.0,1.0,1.0,True,1.0,True,0,6,"1441    1
Name: response_code, dtype: int64","1441    262441
Name: rlength, dtype: int64","1441    True
Name: url_after_redirects, dtype: bool","1441    http://tranhtheusaigon.blogspot.ru/2013/05/jd0...
Name: url, dtype: object","126    False
Name: domain_malicious, dtype: bool",N,27,0.47626013598859246,0,0,0,0,N,0,1,62.47619,3.0,0.0,5.1047974,0.0,82,1,2,0,0,0,1000000.0,False
1415,wheellife.blogspot.com,41385600.0,31.0,31.0,1.0,,,,,,,,,0,5,"1350    1
Name: response_code, dtype: int64","1350    188736
Name: rlength, dtype: int64","1350    True
Name: url_after_redirects, dtype: bool","1350    https://wheellife.blogspot.com/2016/09/young-l...
Name: url, dtype: object","399    True
Name: domain_malicious, dtype: bool",N,22,0.46501609738064176,0,0,0,0,N,0,1,55.8,2.1333333999999997,0.0,16.087260999999998,0.0,82,1,2,0,0,0,1000000.0,False
1416,gardner1569.tistory.com,36892800.0,9.0,9.0,1.0,2016-05-12 13:18:41,2020-08-07 17:07:05,50.0,6.0,2.0,True,1.0,True,0,5,"955    1
Name: response_code, dtype: int64","955    16683
Name: rlength, dtype: int64","955    True
Name: url_after_redirects, dtype: bool","955    http://gardner1569.tistory.com/attachment/cfil...
Name: url, dtype: object","180    False
Name: domain_malicious, dtype: bool",N,23,0.5069947699328267,0,0,0,0,N,0,1,43.636364,2.0,0.0,7.498760000000001,0.0,81,1,2,0,0,0,1000000.0,False
