,Unnamed: 0,Unnamed: 0.1,apex,fqdns,firstseen-pdns,lastseen-pdns,days count-pdns,query count,name servers,ns domain,soa_domains_nos,soa_domain,suspicious_tld,length,entropy,fake_tld,brand,pop_keywords,similar,is_idn,minus,num_subdomains,Label,Number_of_total_Scans,Number_of_Benign_Scans,apex_marked_malicious,domain_marked_malicious,sibling_domain_marked_malicious,Number_of_query_parameters,Positive_count,Response_code,URL_after_redirects,resolution,rlength,url_length,number of days between firstseen and lastseen,Alexa rank (avg),url,mean_urls_per_subdomain,mean_path_depth_per_subdomain,mean_query_parameters_per_subdomain_paths,mean_path_length_per_subdomain_paths,mean_number_of_popular_keywords_per_subdomain_paths,#query_parameters,#dots_in_path,#brands_in_path,#similar_keywords_in_path,#suspicious_keywords_in_path
66,66,66,internet-security-alert-2305.cf,internet-security-alert-2305.cf,2019-05-23,2019-05-24,20,1,1,True,1,True,Y,31,0.4922189806266537,0,0,2,0,N,3,0,Attacker-Created,12.0,0.0,12.0,12.0,9.0,0,8,200,False,108.179.246.153,24448,72,78,963281.0,"1062    http://internet-security-alert-2305.cf/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,0,0,0
67,67,67,myraidbox.de,bo8psus3.myraidbox.de,2019-07-16,2019-07-16,6,1,8,True,1,None,N,21,0.4895158393564114,0,0,0,0,N,0,1,Attacker-Created,92.0,1.0,27.0,0.0,23.0,1,5,None,False,on,None,81,0,382464.88095238095,"549    http://bo8psus3.myraidbox.de/wp-content/logabo...
Name: url, dtype: object",5.0,3.4,0.0,43.6,0.0,1,2,0,0,0
68,68,68,pendencia-vxc.com,wrahur7xaed.pendencia-vxc.com,2019-08-03,2019-11-23,8,2,1,True,1,True,N,29,0.5026585433923495,0,0,0,0,N,1,1,Attacker-Created,99.0,0.0,87.0,0.0,77.0,0,7,200,False,104.27.167.96,447,82,1,207397.0,"1085    http://wrahur7xaed.pendencia-vxc.com/D8VTB293U...
Name: url, dtype: object",10.0,1.4,0.0,19.4,0.0,1,2,0,0,0
69,69,69,cadastroemprego.ga,cadastroemprego.ga,2019-05-26,2019-05-26,4,1,2,True,1,None,Y,18,0.4326650230858044,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,5,200,False,198.11.211.217,6853,68,67,423730.0,"399    http://cadastroemprego.ga/capsav.php
Name: url, dtype: object",3.0,1.0,0.0,11.0,0.0,1,1,0,0,0
70,70,70,sajizalop.tk,sajizalop.tk,2019-04-29,2019-04-29,110,1,1,True,0,None,Y,12,0.42728698228922657,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,5,None,False,on,None,53,104,850655.0,"1015    http://sajizalop.tk/
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,1,0,0,0
71,71,71,c-wallet.site,c-wallet.site,2019-05-09,2019-05-10,314,1,1,True,1,True,N,13,0.404862640764492,0,0,1,0,N,1,0,Attacker-Created,7.0,0.0,7.0,7.0,0.0,0,13,200,False,95.211.16.66,1773568,66,88,196763.0,"1092    http://c-wallet.site/c-wallet.exe
Name: url, dtype: object",7.0,1.0,0.0,6.142857,0.0,1,1,0,0,0
72,72,72,letgoapprenewacnt.com,manage-appld.letgoapprenewacnt.com,2019-07-22,2019-07-23,28,1,2,True,1,None,N,34,0.4654750267028357,0,0,1,2,N,1,1,Attacker-Created,6.0,0.0,6.0,0.0,0.0,0,9,200,False,101.99.90.50,375,74,21,422110.0,"779    http://manage-appld.letgoapprenewacnt.com/
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,2,0,0,0
73,73,73,support-valid.com,support-valid.com,2019-07-21,2019-07-22,6,1,2,True,1,None,N,17,0.4815210863880994,0,0,1,0,N,1,0,Attacker-Created,4.0,0.0,4.0,4.0,2.0,0,9,404,False,195.133.49.30,148,57,15,791476.0,"264    http://support-valid.com/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,0,0,0
74,74,74,galak-all.ml,galak-all.ml,2019-08-07,2019-08-07,6,1,3,True,1,None,Y,12,0.31525690338358664,0,0,0,0,N,1,0,Attacker-Created,5.0,1.0,4.0,4.0,0.0,0,11,None,False,on,None,52,0,610159.0,"668    http://galak-all.ml/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,0,0,0
75,75,75,juicytoystore7.tk,juicytoystore7.tk,2019-06-09,2019-06-09,108,1,1,True,1,None,Y,17,0.44655867774882396,0,0,0,0,N,0,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,5,None,False,on,None,57,51,268798.0,"242    http://juicytoystore7.tk/
Name: url, dtype: object",1.0,1.0,0.0,1.0,0.0,1,1,0,0,0
76,76,76,important-updates-center-023.cf,important-updates-center-023.cf,2019-05-19,2019-05-19,4,1,1,True,1,True,Y,31,0.5083480128847182,0,0,0,0,N,3,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,8,None,False,on,None,82,79,666351.0,"1181    http://important-updates-center-023.cf/irii/ba...
Name: url, dtype: object",2.0,5.0,0.0,42.0,0.0,1,1,0,0,0
77,77,77,bxapp.info,bxapp.info,2019-07-17,2019-07-18,17,1,1,True,1,None,Y,10,0.3902410164862569,0,0,0,1,N,0,0,Compromised,6.0,1.0,5.0,5.0,0.0,0,6,404,True,107.180.41.254,74,70,23,231363.0,"1198    http://bxapp.info/sdgf/bjkd/office365
Name: url, dtype: object",6.0,2.6666667,0.0,16.833334,0.0,1,1,1,0,0
78,78,78,chaseonlinecardsecure.com,chaseonlinecardsecure.com,2019-05-06,2019-05-07,177,83,1,True,1,None,N,25,0.4504820329725137,0,1,2,1,N,0,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,7,None,False,190.158.226.15,None,66,95,981945.0,"1155    http://chaseonlinecardsecure.com/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,1,0,0
79,79,79,shop-spots.site,shop-spots.site,2019-05-24,2019-05-24,73,1,1,True,1,None,N,15,0.3716946597093952,0,0,0,0,N,1,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,6,None,False,on,None,55,84,281065.0,"965    http://shop-spots.site/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,0,0,0
80,80,80,pendencia-vxc.com,wrahur7xaed.pendencia-vxc.com,2019-08-03,2019-11-23,8,2,1,True,1,True,N,29,0.5026585433923495,0,0,0,0,N,1,1,Attacker-Created,99.0,0.0,87.0,0.0,77.0,0,7,200,False,104.27.167.96,447,82,1,207397.0,"1085    http://wrahur7xaed.pendencia-vxc.com/D8VTB293U...
Name: url, dtype: object",10.0,1.4,0.0,19.4,0.0,1,2,0,0,0
81,81,81,qajicytre.tk,qajicytre.tk,2019-04-29,2019-04-29,86,1,1,True,0,None,Y,12,0.42728698228922657,0,0,0,0,N,0,0,Attacker-Created,9.0,0.0,9.0,9.0,0.0,0,6,None,False,on,None,53,104,635087.0,"1027    http://qajicytre.tk/
Name: url, dtype: object",9.0,1.0,0.0,2.6666667,0.0,1,1,0,0,0
82,82,82,netfverif.com,netfverif.com,2019-08-17,2019-08-17,8,1,1,True,1,None,N,13,0.4240934099952612,1,0,0,0,N,0,0,Attacker-Created,20.0,1.0,19.0,19.0,0.0,1,5,200,False,166.62.28.98,415648,82,0,186726.0,"1345    https://netfverif.com/8b407ff3ab0d86739a96c241...
Name: url, dtype: object",20.0,1.2,0.0,26.4,0.0,1,1,0,0,0
83,83,83,airdrop-promotion.info,airdrop-promotion.info,2019-06-20,2019-06-21,18,1,1,True,1,True,Y,22,0.4147049983552204,0,0,0,0,N,1,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,6,200,False,31.31.196.205,7093,62,53,856589.0,"494    http://airdrop-promotion.info/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,0,0,0
84,84,84,lorinovichpetedge.com,lorinovichpetedge.com,2019-05-30,2019-05-31,17,1,2,True,1,None,N,21,0.468624326749346,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,5,200,True,111.90.142.67,5549,62,79,623838.0,"1339    http://lorinovichpetedge.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,0,0,0
85,85,85,restricted-user-signin.com,restricted-user-signin.com,2019-06-14,2019-06-14,4,2,4,True,2,None,N,26,0.4576532643233106,0,0,0,0,N,2,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,6,200,False,47.90.250.174,798,67,60,361629.0,"1231    http://restricted-user-signin.com/
Name: url, dtype: object",1.0,1.0,0.0,1.0,0.0,1,1,0,0,0
86,86,86,qq-kb.top,qq-kb.top,2019-08-11,2019-08-11,2,1,1,True,1,None,Y,9,0.3684628534673422,0,0,0,0,N,1,0,Attacker-Created,7.0,2.0,5.0,5.0,0.0,0,6,200,False,156.238.166.190,143817,50,1,361573.0,"1323    http://qq-kb.top/
Name: url, dtype: object",7.0,1.0,0.0,4.714286,0.0,1,1,0,0,0
87,87,87,appstore-cancelation-order-payment.com,appstore-cancelation-order-payment.com,2019-07-16,2019-07-16,6,1,1,True,1,True,N,38,0.4766181485506479,0,0,0,1,N,3,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,6,403,False,116.203.88.66,241,77,16,427530.0,"99    http://appstore-cancelation-order-payment.com/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,0,0,0
88,88,88,baerkarrerch.com,baerkarrerch.com,2019-05-09,2019-05-09,2,1,1,True,1,None,N,16,0.390625,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,7,None,False,on,None,68,86,735784.0,"806    http://baerkarrerch.com/tamsyn/canty
Name: url, dtype: object",3.0,2.0,0.0,13.0,0.0,1,1,0,0,0
89,89,89,tydackmemphan.com,iforgot.support.account.service.center.tydackmemphan.com,2019-07-17,2019-07-17,8,1,1,True,1,True,N,56,0.5052318128040101,0,0,3,0,N,0,5,Attacker-Created,16.0,0.0,16.0,0.0,7.0,0,7,200,False,162.241.222.181,68,81,22,450942.0,"141    http://iforgot.support.account.service.center....
Name: url, dtype: object",9.0,1.0,0.0,1.0,0.0,1,0,0,0,0
90,90,90,artoea.com,artoea.com,2019-08-12,2019-08-13,15,1,1,True,1,None,N,10,0.3652410164862568,0,0,0,0,N,0,0,Attacker-Created,10.0,2.0,8.0,8.0,0.0,12,5,200,False,162.241.174.211,38269,80,0,198258.0,"89    http://artoea.com/cmd-login=a1e17be73f109984b1...
Name: url, dtype: object",10.0,1.3,3.3,22.3,0.0,1,1,0,0,0
91,91,91,get-screen.info,web.apple.com-home-support-webapps.get-screen.info,2019-06-01,2019-06-01,15,1,1,True,1,None,Y,50,0.5056916634849876,1,1,1,1,N,4,3,Attacker-Created,4.0,0.0,4.0,0.0,0.0,0,6,200,False,139.99.113.68,163,81,70,869376.0,"513    http://web.apple.com-home-support-webapps.get-...
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,0,1,0,0
92,92,92,updtcntrlactn.com,control.updtcntrlactn.com,2019-06-21,2019-06-22,28,1,1,True,1,None,N,25,0.4229331572230993,0,0,0,0,N,0,1,Attacker-Created,4.0,0.0,4.0,0.0,0.0,0,6,200,False,165.22.197.53,163,65,51,739921.0,"156    http://control.updtcntrlactn.com/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,2,0,0,0
93,93,93,pinoytambayans-actor.ml,webmail.pinoytambayans-actor.ml,2019-06-29,2019-06-30,30,1,1,True,1,None,Y,31,0.488772399075865,0,0,0,0,N,1,1,Attacker-Created,3.0,0.0,3.0,0.0,0.0,0,6,200,True,173.249.60.62,36688,71,42,936379.0,"228    http://webmail.pinoytambayans-actor.ml/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,2,0,0,0
94,94,94,mcafee-official.net,mcafee-official.net,2019-07-23,2019-07-25,26,1,1,True,1,True,N,19,0.428952942016683,0,0,0,0,N,1,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,7,200,False,195.208.1.104,140096,59,12,954184.0,"146    http://mcafee-official.net/
Name: url, dtype: object",4.0,1.0,0.0,1.25,0.0,1,1,0,0,0
95,95,95,amazon-information-account.com,amazon-information-account.com,2019-08-06,2019-08-07,35,2,1,True,1,None,N,30,0.4336970995699287,0,1,1,1,N,2,0,Attacker-Created,15.0,0.0,15.0,15.0,0.0,0,8,200,False,162.241.65.90,424,80,5,742635.0,"260    https://amazon-information-account.com/ap/signin
Name: url, dtype: object",15.0,1.2666667,0.0,3.6666667,0.0,1,1,1,0,0
96,96,96,blemonteraff.tk,blemonteraff.tk,2019-05-29,2019-05-31,58,1,1,True,0,None,Y,15,0.4383613321088168,0,0,0,0,N,0,0,Attacker-Created,9.0,0.0,9.0,9.0,0.0,0,8,404,False,194.9.70.19,571,82,64,400480.0,"1295    http://blemonteraff.tk/mwg-internal/de5fs23hu7...
Name: url, dtype: object",9.0,2.6666667,0.0,19.666666,0.0,1,1,0,0,0
97,97,97,amazon-signin-pages.com,amazon-signin-pages.com,2019-06-18,2019-06-19,39,1,1,True,1,None,N,23,0.4485442939820579,0,1,0,1,N,2,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,5,403,False,128.199.242.28,328,64,52,877092.0,"1272    http://amazon-signin-pages.com/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,1,0,0
98,98,98,fcbjkerrorr-windows0078823.club,fcbjkerrorr-windows0078823.club,2019-07-02,2019-07-03,61,1,1,True,1,None,Y,31,0.5386293642955362,0,0,0,0,N,1,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,6,None,False,on,None,80,34,730744.0,"561    http://fcbjkerrorr-windows0078823.club/error6153
Name: url, dtype: object",5.0,1.0,0.0,8.2,0.0,1,1,0,0,0
99,99,99,granvilk.ga,granvilk.ga,2019-05-28,2019-05-29,21,2,1,True,1,True,Y,11,0.3869744092943177,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,6,200,False,104.31.79.182,100,51,72,777220.0,"136    http://granvilk.ga/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,0,0,0
100,100,100,support-members-registration.com,netflix.login.support-members-registration.com,2019-06-22,2019-06-24,82,1,2,True,1,None,N,46,0.5083269026777101,0,1,2,1,N,2,2,Attacker-Created,21.0,0.0,21.0,0.0,9.0,0,7,404,False,162.241.29.90,148,82,41,941992.0,"1075    http://netflix.login.support-members-registrat...
Name: url, dtype: object",12.0,1.0,0.0,3.5,0.0,1,0,1,0,0
101,101,101,pluganfastplay.com,web.apple.com-feedback.storeus.pluganfastplay.com,2019-07-07,2019-07-08,25,1,1,True,1,None,N,49,0.5185518097383315,1,1,0,2,N,1,4,Attacker-Created,6.0,0.0,6.0,0.0,1.0,0,7,None,False,51.140.161.231,None,81,31,372853.0,"235    http://web.apple.com-feedback.storeus.pluganfa...
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,0,1,0,0
102,102,102,pancapitals.com,pancapitals.com,2019-07-24,2019-07-25,11,1,1,True,1,None,N,15,0.4154039356509715,0,0,0,0,N,0,0,Attacker-Created,9.0,0.0,9.0,9.0,0.0,0,8,200,True,107.180.55.21,2166,77,8,207001.0,"178    http://pancapitals.com/markerting/securefiles
Name: url, dtype: object",9.0,1.6666666,0.0,17.88889,0.0,1,1,0,0,0
103,103,103,islandmassagee.net,islandmassagee.net,2019-06-17,2019-06-18,57,1,1,True,1,None,N,18,0.408291584544951,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,8,None,False,on,None,69,54,961866.0,"118    http://islandmassagee.net/drive/drive
Name: url, dtype: object",6.0,2.0,0.0,12.0,0.0,1,1,0,0,0
104,104,104,existing-error41.tk,existing-error41.tk,2019-05-07,2019-05-08,190,1,1,True,1,None,Y,19,0.4602350937205876,0,0,0,0,N,1,0,Attacker-Created,2.0,0.0,2.0,2.0,0.0,0,6,None,False,on,None,60,88,352875.0,"1154    http://existing-error41.tk/
Name: url, dtype: object",2.0,1.0,0.0,1.0,0.0,1,1,0,0,0
105,105,105,datiy-sem.com,www.datiy-sem.com,2019-06-12,2019-09-27,4157,69,4,True,1,None,N,17,0.44655867774882396,0,0,0,0,N,1,1,Attacker-Created,28.0,0.0,28.0,0.0,2.0,0,5,404,False,52.10.85.173,0,81,0,830286.1428571428,"559    http://www.datiy-sem.com/7ndc*l2bynywm/WinDjVi...
Name: url, dtype: object",26.0,2.0,0.0,39.384617,0.0,1,2,0,0,0
106,106,106,baroibeo123.tk,baroibeo123.tk,2019-07-05,2019-07-06,13,1,1,True,1,True,Y,14,0.4402050536856128,0,0,0,0,N,0,0,Attacker-Created,1.0,0.0,1.0,1.0,0.0,0,6,200,False,198.252.102.115,1258,55,36,531022.0,"1217    http://baroibeo123.tk/
Name: url, dtype: object",1.0,1.0,0.0,1.0,0.0,1,1,0,0,0
107,107,107,docusnrrs.com,docusnrrs.com,2019-04-27,2019-04-29,7,1,2,True,1,None,N,13,0.3856318715337227,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,7,None,False,on,None,53,108,500756.0,"568    http://docusnrrs.com/
Name: url, dtype: object",6.0,1.5,0.0,29.0,0.0,1,1,0,0,0
108,108,108,thevideoonlienfreeeusa.xyz,thevideoonlienfreeeusa.xyz,2019-08-08,2019-08-09,53,1,1,True,1,None,Y,26,0.4841425728895547,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,13,200,False,198.54.114.195,27162,66,1,308807.0,"510    http://thevideoonlienfreeeusa.xyz/
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,1,0,0,0
109,109,109,jikorenij.tk,jikorenij.tk,2019-05-01,2019-05-02,2104,1,1,True,0,None,Y,12,0.38562031562256,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,6,None,False,on,None,58,95,97789.0,"1246    http://jikorenij.tk/index
Name: url, dtype: object",3.0,1.0,0.0,6.0,0.0,1,1,0,0,0
110,110,110,edevlet-aidatlari-agustos.com,edevlet-aidatlari-agustos.com,2019-07-29,2019-07-30,7,1,1,True,1,None,N,29,0.4800503031461083,0,0,0,0,N,2,0,Attacker-Created,10.0,0.0,10.0,10.0,0.0,0,6,200,False,160.153.133.160,9067,70,5,401709.0,"1328    http://edevlet-aidatlari-agustos.com/
Name: url, dtype: object",10.0,1.0,0.0,4.6,0.0,1,1,0,0,0
111,111,111,landermaestro.com,www.landermaestro.com,2019-06-16,2020-01-03,15250,12,2,True,2,True,N,21,0.44930817829097386,0,0,0,0,N,0,1,Attacker-Created,29.0,0.0,29.0,0.0,4.0,0,11,200,False,104.31.79.32,4062,71,24,251604.94117647057,"423    http://www.landermaestro.com/onesafenl2
Name: url, dtype: object",25.0,1.0,0.0,10.2,0.0,1,2,0,0,0
112,112,112,letsgo-opit.com,manage.recovery.dataupdate-rebuild.letsgo-opit.com,2019-08-15,2019-08-22,28,1,1,True,1,None,N,50,0.5139090555744735,0,0,2,0,N,2,3,Attacker-Created,22.0,2.0,20.0,0.0,3.0,0,7,404,False,178.255.43.94,74,81,0,386836.0,"491    http://manage.recovery.dataupdate-rebuild.lets...
Name: url, dtype: object",19.0,1.5789474,1.1052631000000002,6.8421054,0.0,1,0,0,0,0
113,113,113,fouchfcouhy.com,fouchfcouhy.com,2019-07-24,2019-07-25,14,1,1,True,1,None,N,15,0.3591132058597929,0,0,0,0,N,0,0,Attacker-Created,5.0,0.0,5.0,5.0,0.0,0,6,None,False,on,None,78,0,612487.0,"863    http://fouchfcouhy.com/wheservciceload/Account
Name: url, dtype: object",5.0,1.8,0.0,19.4,0.0,1,1,0,0,0
114,114,114,asmallgateused.tk,asmallgateused.tk,2019-06-27,2019-06-28,107,1,1,True,0,None,Y,17,0.4171469130429416,0,0,0,1,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,10,404,True,185.86.77.77,0,57,37,991358.0,"614    http://asmallgateused.tk/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,0,0,0
115,115,115,nemitbet.com,nemitbet.com,2019-02-13,2019-03-08,27,20,4,True,1,None,N,12,0.38562031562256,0,0,0,0,N,0,0,Attacker-Created,69.0,0.0,69.0,69.0,65.0,0,5,None,False,on,None,52,2,96856.0,"283    http://nemitbet.com/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,0,0,0
116,116,116,niremidig-rer.com,www.niremidig-rer.com,2019-06-13,2019-09-26,607,54,4,True,1,None,N,21,0.42841666568390857,0,0,0,0,N,1,1,Attacker-Created,43.0,0.0,43.0,0.0,15.0,0,5,404,False,34.208.74.229,0,81,0,782440.0,"429    http://www.niremidig-rer.com/wexq3el3(11yw/dow...
Name: url, dtype: object",28.0,1.9285715,0.0,46.57143,0.0,1,2,0,0,0
117,117,117,secidcemmde.com,secidcemmde.com,2019-01-10,2019-02-04,25,28,4,True,1,None,N,15,0.3528224760686142,0,0,0,1,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,6,None,False,on,None,55,49,742864.0,"288    http://secidcemmde.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,0,0,0
118,118,118,satatiyosher.com,satatiyosher.com,2018-12-28,2019-01-21,21,24,4,True,1,None,N,16,0.4375,0,0,0,0,N,0,0,Attacker-Created,3.0,0.0,3.0,3.0,0.0,0,6,None,False,on,None,57,37,634548.0,"1239    http://satatiyosher.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,0,0,0
119,119,119,sumecposori.com,sumecposori.com,2019-01-10,2019-02-04,25,24,4,True,1,None,N,15,0.3987372689843048,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,5,None,False,on,None,55,0,602570.0,"861    http://sumecposori.com/
Name: url, dtype: object",4.0,1.0,0.0,1.0,0.0,1,1,0,0,0
120,120,120,tevemumigeti.com,tevemumigeti.com,2019-06-14,2019-07-09,11,24,4,True,1,None,N,16,0.39445488164154,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,1.0,0,6,None,False,on,None,57,21,500217.0,"1150    http://tevemumigeti.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,0,0,0
121,121,121,henofsar.com,henofsar.com,2018-12-16,2019-01-09,18,16,4,True,1,None,N,12,0.4272869822892267,0,0,0,0,N,0,0,Attacker-Created,38.0,0.0,38.0,38.0,37.0,0,5,None,False,on,None,52,82,819027.0,"604    http://henofsar.com/
Name: url, dtype: object",1.0,1.0,0.0,1.0,0.0,1,1,0,0,0
122,122,122,mdekolone.icu,mdekolone.icu,2019-04-29,2019-05-24,91,1,1,True,1,True,N,13,0.4240934099952612,0,0,0,0,N,0,0,Attacker-Created,4.0,0.0,4.0,4.0,0.0,0,6,200,False,213.178.155.132,23424,81,104,382098.0,"532    http://mdekolone.icu/include/chrome/fonts/glyp...
Name: url, dtype: object",4.0,4.0,0.0,55.0,0.0,1,1,0,0,0
123,123,123,bofutitewi.com,www.bofutitewi.com,2019-07-29,2019-12-09,1632,6,4,True,1,None,N,18,0.4101295201340088,0,0,0,0,N,0,1,Attacker-Created,584.0,0.0,584.0,0.0,15.0,0,5,404,False,34.209.106.186,0,81,1,451567.5,"628    http://www.bofutitewi.com/x(elpktmikb2b/atubec...
Name: url, dtype: object",569.0,1.9947276000000003,0.0,25.896309,0.0,1,2,0,0,0
124,124,124,vetederac.com,www.vetederac.com,2019-03-28,2019-09-25,1608,48,4,True,1,None,N,17,0.4115962691095488,0,0,0,0,N,0,1,Attacker-Created,49.0,0.0,49.0,0.0,10.0,0,5,200,False,52.89.236.180,0,82,72,860911.0,"1322    http://www.vetederac.com/n1c0rbx/yvzp/flash%20...
Name: url, dtype: object",39.0,2.8461537,0.0,33.666668,0.0,1,2,0,0,0
125,125,125,heriffttsirrni.com,heriffttsirrni.com,2018-12-28,2019-01-21,18,12,4,True,1,None,N,18,0.4274227482598221,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,1.0,0,6,None,False,on,None,58,49,443478.0,"446    http://heriffttsirrni.com/
Name: url, dtype: object",5.0,1.0,0.0,1.0,0.0,1,1,0,0,0
126,126,126,com-access-nodes.info,myetherwallet.com-access-nodes.info,2019-08-02,2019-08-28,223,2,1,True,1,True,Y,35,0.4987521632960522,1,0,1,0,N,2,1,Attacker-Created,22.0,2.0,18.0,0.0,0.0,0,11,200,True,104.28.22.168,126415,81,2,739749.0,"463    https://myetherwallet.com-access-nodes.info/in...
Name: url, dtype: object",20.0,1.0,0.0,7.75,0.0,1,2,0,0,0
127,127,127,gzsofts824.tk,hbj7.gzsofts824.tk,2019-08-05,2019-08-06,31,1,1,True,1,True,Y,18,0.4795739645784531,0,0,0,0,N,0,1,Compromised,53.0,7.0,38.0,0.0,23.0,0,5,200,False,198.46.237.187,7169678,81,1,216153.0,"619    http://hbj7.gzsofts824.tk/dl/reminder-commande...
Name: url, dtype: object",22.0,1.8181819,0.0,32.727272,0.0,1,2,0,0,0
128,128,128,bofutitewi.com,www.bofutitewi.com,2019-07-29,2019-12-09,1632,6,4,True,1,None,N,18,0.4101295201340088,0,0,0,0,N,0,1,Attacker-Created,584.0,0.0,584.0,0.0,15.0,0,5,404,False,34.209.106.186,0,81,1,451567.5,"628    http://www.bofutitewi.com/x(elpktmikb2b/atubec...
Name: url, dtype: object",569.0,1.9947276000000003,0.0,25.896309,0.0,1,2,0,0,0
129,129,129,fecewiha-wata.com,fecewiha-wata.com,2018-12-14,2019-01-08,19,32,4,True,1,None,N,17,0.4318527953958828,0,0,0,0,N,1,0,Attacker-Created,5.0,0.0,5.0,5.0,2.0,0,5,None,False,on,None,57,61,667517.25,"970    http://fecewiha-wata.com/
Name: url, dtype: object",3.0,1.0,0.0,1.0,0.0,1,1,0,0,0
130,130,130,puredrugsservice.eu,puredrugsservice.eu,2019-07-28,2019-08-23,463,10,3,True,1,True,N,19,0.4026371525429989,0,0,1,0,N,0,0,Attacker-Created,8.0,0.0,8.0,8.0,0.0,0,6,None,False,212.34.158.133,None,61,5,601514.0,"1227    https://puredrugsservice.eu/
Name: url, dtype: object",8.0,1.0,0.0,3.75,0.0,1,1,0,0,0
131,131,131,mdl3.org,mdl3.org,2019-07-19,2019-08-13,1112,2,1,True,1,True,N,8,0.375,0,0,0,0,N,0,0,Attacker-Created,92.0,0.0,92.0,92.0,0.0,0,13,200,False,31.31.196.248,56434,60,5,165010.0,"169    https://mdl3.org/promo/eth/?
Name: url, dtype: object",92.0,2.097826,0.0,7.054347999999999,0.0,1,1,0,0,0
132,132,132,medraf.xyz,medraf.xyz,2019-08-03,2019-08-28,149,1,4,True,1,None,Y,10,0.4152410164862569,0,0,0,0,N,0,0,Attacker-Created,6.0,0.0,6.0,6.0,0.0,0,6,200,False,185.244.217.157,41041,51,1,688555.0,"1187    http://medraf.xyz/
Name: url, dtype: object",6.0,1.0,0.0,1.0,0.0,1,1,0,0,0
133,133,133,neduhelutmina.com,www.neduhelutmina.com,2019-06-16,2019-10-22,1521,15,4,True,1,None,N,21,0.4612129401957358,0,0,0,0,N,0,1,Attacker-Created,152.0,0.0,152.0,0.0,6.0,0,5,404,False,54.213.144.208,0,81,0,515916.7,"799    http://www.neduhelutmina.com/ixlcdvf2!pdqu/mic...
Name: url, dtype: object",146.0,2.0,0.0,32.5,0.0,1,2,0,0,0
